,Credit_History,Income_Level,Loan_Amount,Zip_Code,Education_Level,Approval_Prob,Loan_Approval
2102,Bad,High,Large,Suburban,Bachelor,0.4350087988904278,Disapproved
2103,Fair,Medium,Small,Urban,Bachelor,0.7615039499251898,Approved
2104,Good,Low,Large,Urban,High School,0.6069755646160826,Approved
2105,Fair,High,Medium,Urban,High School,0.6321199424436612,Approved
2106,Good,Medium,Large,Urban,Bachelor,0.5176164681110124,Approved
2107,Good,Low,Medium,Rural,Bachelor,0.675042661295249,Approved
2108,Fair,Medium,Medium,Urban,High School,0.4790656348741496,Disapproved
2109,Good,Low,Large,Urban,High School,0.4644284545419554,Disapproved
2110,Bad,Low,Medium,Urban,Bachelor,0.1860309425061138,Disapproved
2111,Fair,Medium,Small,Suburban,Master,0.30940590521981187,Disapproved
2112,Bad,Low,Medium,Suburban,Bachelor,0.32745684058260943,Disapproved
2113,Good,High,Small,Urban,High School,0.693677676234194,Approved
2114,Fair,High,Small,Rural,Master,0.6724125620577617,Approved
2115,Bad,Low,Small,Rural,High School,0.5196127017145251,Approved
2116,Fair,Medium,Small,Urban,Bachelor,0.7736651518764938,Approved
2117,Fair,High,Medium,Urban,High School,0.7841804131435105,Approved
2118,Bad,Medium,Small,Urban,Master,0.2164707068464078,Disapproved
2119,Good,Medium,Small,Urban,High School,0.8223476301919544,Approved
2120,Good,Low,Small,Rural,Master,0.6639316165534799,Approved
2121,Fair,Medium,Large,Urban,Bachelor,0.5062668532198981,Approved
2122,Good,Medium,Small,Urban,High School,0.9091451020144364,Approved
2123,Fair,High,Small,Urban,High School,0.579530418650301,Approved
2124,Good,Low,Small,Urban,Bachelor,0.7025638713403541,Approved
2125,Fair,High,Large,Rural,Master,0.6018772366855863,Approved
2126,Fair,Low,Large,Urban,High School,0.20900296121636422,Disapproved
2127,Bad,High,Small,Urban,Master,0.8406068334761063,Approved
2128,Good,Medium,Medium,Suburban,Bachelor,0.6043626855333486,Approved
2129,Fair,Medium,Medium,Urban,High School,0.459264913451049,Disapproved
2130,Bad,Medium,Small,Urban,High School,0.33889280679652756,Disapproved
2131,Bad,Low,Large,Urban,Master,0.15938876044231948,Disapproved
2132,Fair,Low,Medium,Urban,Bachelor,0.08103879268710346,Disapproved
2133,Fair,Low,Medium,Urban,High School,0.35003314481275327,Disapproved
2134,Good,Low,Medium,Urban,Bachelor,0.7359128572931308,Approved
2135,Good,Low,Medium,Urban,High School,0.3282282171213712,Disapproved
2136,Bad,Medium,Large,Suburban,Bachelor,0.08863503024750381,Disapproved
2137,Good,Medium,Large,Urban,High School,0.6817425647722877,Approved
2138,Bad,Low,Medium,Rural,Master,0.4273473677428325,Disapproved
2139,Good,High,Small,Urban,Bachelor,0.7197893071536251,Approved
2140,Good,Medium,Medium,Suburban,Master,0.8602746288340027,Approved
2141,Fair,High,Large,Rural,Bachelor,0.5379090526518645,Approved
2142,Good,Medium,Large,Urban,Bachelor,0.6721046154395188,Approved
2143,Fair,Low,Small,Suburban,Master,0.4203978838234555,Disapproved
2144,Fair,Medium,Small,Rural,Bachelor,0.8400252863484179,Approved
2145,Good,Medium,Medium,Urban,Bachelor,0.6250027645678826,Approved
2146,Fair,Low,Large,Rural,High School,0.2118201715502936,Disapproved
2147,Fair,Low,Medium,Urban,Master,0.46455358595412094,Disapproved
2148,Fair,Low,Small,Urban,High School,0.48500595308209643,Disapproved
2149,Good,Low,Medium,Suburban,Master,0.3106339937932627,Disapproved
2150,Fair,Medium,Medium,Urban,Bachelor,0.5296713269605476,Approved
2151,Bad,Medium,Small,Suburban,High School,0.45634012582588235,Disapproved
2152,Good,Low,Small,Rural,High School,0.5860418422003381,Approved
2153,Good,Medium,Large,Rural,Master,0.6990917654256834,Approved
2154,Bad,Medium,Small,Urban,Master,0.8313518544299584,Approved
2155,Fair,Low,Medium,Rural,Bachelor,0.25781201117066604,Disapproved
2156,Bad,Low,Small,Urban,Bachelor,0.41869776186144153,Disapproved
2157,Fair,Low,Medium,Urban,High School,0.32798729980700636,Disapproved
2158,Fair,Low,Medium,Suburban,Bachelor,0.738371707778468,Approved
2159,Good,Low,Medium,Suburban,Bachelor,0.6264942057317772,Approved
2160,Fair,Low,Medium,Urban,Master,0.5370166970035043,Approved
2161,Fair,Medium,Large,Suburban,Bachelor,0.5378085282558805,Approved
2162,Fair,Medium,Medium,Urban,Master,0.5294087723917698,Approved
2163,Good,Low,Medium,Suburban,High School,0.5185700379578309,Approved
2164,Fair,Low,Large,Rural,High School,0.4704969267686827,Disapproved
2165,Good,Medium,Small,Urban,Master,0.8637810881910268,Approved
2166,Fair,High,Large,Urban,Bachelor,0.33559486449312276,Disapproved
2167,Bad,Medium,Medium,Suburban,Bachelor,0.2509880331282507,Disapproved
2168,Fair,Medium,Large,Urban,Master,0.29424747773929877,Disapproved
2169,Fair,Low,Medium,Rural,Bachelor,0.5744506863473188,Approved
2170,Fair,Low,Medium,Urban,High School,0.623695173948108,Approved
2171,Bad,High,Medium,Urban,Bachelor,0.7815666573832898,Approved
2172,Bad,Low,Large,Urban,High School,0.09742412153337641,Disapproved
2173,Good,High,Large,Urban,High School,0.6488927432147725,Approved
2174,Fair,Medium,Small,Suburban,High School,0.604560650135363,Approved
2175,Good,Medium,Medium,Urban,Bachelor,0.6380222664966596,Approved
2176,Fair,Low,Medium,Rural,High School,0.5374913370326846,Approved
2177,Fair,Medium,Large,Suburban,Master,0.3429178556691814,Disapproved
2178,Fair,Medium,Small,Urban,Bachelor,0.8242331742517675,Approved
2179,Fair,Low,Large,Suburban,High School,0.1904025017844165,Disapproved
2180,Fair,Low,Small,Suburban,Bachelor,0.6638006796463682,Approved
2181,Fair,High,Medium,Suburban,Master,0.5580943209789969,Approved
2182,Bad,Medium,Medium,Suburban,Bachelor,0.13940035830119674,Disapproved
2183,Fair,Medium,Small,Urban,High School,0.5046857730752721,Approved
2184,Fair,Low,Small,Suburban,High School,0.5688390923139622,Approved
2185,Good,Medium,Medium,Urban,Master,0.8744455119618839,Approved
2186,Good,Medium,Medium,Urban,High School,0.5952516195799428,Approved
2187,Good,Medium,Medium,Rural,High School,0.6400045119735849,Approved
2188,Good,Medium,Small,Urban,Bachelor,0.8400788857599744,Approved
2189,Fair,Medium,Medium,Suburban,High School,0.4112674645009188,Disapproved
2190,Fair,Medium,Large,Urban,Master,0.2816471584540501,Disapproved
2191,Good,Low,Large,Urban,Master,0.3989181981211575,Disapproved
2192,Fair,High,Large,Urban,Bachelor,0.3975595091025915,Disapproved
2193,Fair,Medium,Large,Suburban,Master,0.1437040850072043,Disapproved
2194,Bad,Low,Large,Urban,Bachelor,0.10083783565250502,Disapproved
2195,Fair,Medium,Medium,Urban,Master,0.6069192493928316,Approved
2196,Fair,High,Large,Rural,Bachelor,0.572339368266753,Approved
2197,Good,Low,Medium,Urban,High School,0.7443618102788705,Approved
2198,Fair,Low,Medium,Urban,Master,0.5897519761903968,Approved
2199,Fair,Medium,Large,Rural,Master,0.23000497804874967,Disapproved
2200,Good,Low,Large,Rural,Master,0.28010931290202534,Disapproved
2201,Bad,Medium,Large,Urban,Master,0.1503968008513434,Disapproved
2202,Fair,Low,Large,Rural,Bachelor,0.22978828625126385,Disapproved
2203,Bad,Medium,Small,Urban,High School,0.40750135951059446,Disapproved
2204,Good,Low,Medium,Urban,High School,0.5205029742373088,Approved
2205,Good,Low,Large,Rural,High School,0.2637200677355539,Disapproved
2206,Fair,High,Medium,Rural,High School,0.7378674833285862,Approved
2207,Good,Medium,Large,Urban,Bachelor,0.3574536966592898,Disapproved
2208,Fair,Low,Medium,Urban,Bachelor,0.24813069393468765,Disapproved
2209,Good,Low,Medium,Urban,Bachelor,0.6308386217389916,Approved
2210,Good,Medium,Medium,Urban,Bachelor,0.7609020855139008,Approved
2211,Good,Medium,Medium,Suburban,Bachelor,0.6315453730451849,Approved
2212,Bad,High,Large,Suburban,Bachelor,0.44618898960369,Disapproved
2213,Good,High,Small,Urban,Master,0.9128736920607511,Approved
2214,Good,Medium,Small,Suburban,Bachelor,0.929521734373325,Approved
2215,Fair,Medium,Small,Rural,High School,0.7621624200408224,Approved
2216,Good,Medium,Large,Urban,Bachelor,0.7591036319237217,Approved
2217,Fair,Medium,Small,Suburban,Master,0.6739996134288598,Approved
2218,Good,Low,Small,Rural,Bachelor,0.8536206909425167,Approved
2219,Bad,Low,Small,Urban,Master,0.6155861534700163,Approved
2220,Good,Low,Large,Rural,High School,0.36581390590114027,Disapproved
2221,Fair,Low,Small,Suburban,High School,0.43692436659683503,Disapproved
2222,Bad,Low,Large,Urban,High School,0.10927678946766367,Disapproved
2223,Fair,Medium,Medium,Urban,Master,0.5753933008358233,Approved
2224,Bad,Medium,Medium,Suburban,Bachelor,0.20241814446593565,Disapproved
2225,Fair,Medium,Small,Suburban,High School,0.5961728550468597,Approved
2226,Fair,Low,Small,Suburban,High School,0.7267069010771652,Approved
2227,Fair,Low,Medium,Urban,Bachelor,0.49461215900932687,Disapproved
2228,Fair,Medium,Medium,Suburban,Master,0.181861297776012,Disapproved
2229,Fair,Low,Large,Urban,Bachelor,0.1212581368022305,Disapproved
2230,Good,Medium,Medium,Urban,High School,0.8905033661708861,Approved
2231,Bad,High,Medium,Urban,Bachelor,0.6547270163006709,Approved
2232,Good,Low,Large,Suburban,Bachelor,0.3019994533855392,Disapproved
2233,Good,Low,Small,Urban,Bachelor,0.4692988150162518,Disapproved
2234,Fair,Medium,Large,Urban,Bachelor,0.192098764739356,Disapproved
2235,Fair,High,Medium,Urban,Bachelor,0.7016456869075242,Approved
2236,Good,Medium,Small,Urban,Master,0.9327783126921622,Approved
2237,Bad,High,Small,Urban,High School,0.8547296287129125,Approved
2238,Bad,Low,Small,Suburban,Master,0.1844952180926408,Disapproved
2239,Fair,High,Large,Suburban,Master,0.41977712935913186,Disapproved
2240,Good,Low,Small,Suburban,Bachelor,0.5718515897570566,Approved
2241,Bad,Low,Large,Urban,High School,0.15790932901534205,Disapproved
2242,Fair,High,Small,Urban,Master,0.5760019390836968,Approved
2243,Good,High,Small,Rural,Master,0.813415447286346,Approved
2244,Good,Low,Small,Urban,High School,0.5702176093106791,Approved
2245,Fair,Low,Large,Suburban,Bachelor,0.31686498300929544,Disapproved
2246,Bad,Low,Medium,Rural,Bachelor,0.1905474773917607,Disapproved
2247,Good,Low,Small,Suburban,High School,0.6471968942247244,Approved
2248,Fair,Low,Small,Urban,Master,0.6294213567480382,Approved
2249,Bad,High,Large,Urban,Bachelor,0.5717825967341916,Approved
2250,Bad,Medium,Small,Urban,Master,0.804493268400031,Approved
2251,Good,Medium,Large,Suburban,Bachelor,0.5819042728033972,Approved
2252,Fair,Medium,Medium,Suburban,Bachelor,0.4937292696668009,Disapproved
2253,Good,Medium,Medium,Suburban,Bachelor,0.8242700381732665,Approved
2254,Good,Medium,Large,Urban,High School,0.6889172415645388,Approved
2255,Fair,Medium,Large,Rural,Master,0.4888952268428309,Disapproved
2256,Fair,Low,Small,Suburban,Bachelor,0.3024934915915118,Disapproved
2257,Fair,Medium,Medium,Urban,Master,0.6946282935198482,Approved
2258,Fair,Medium,Large,Urban,Master,0.404582868985351,Disapproved
2259,Fair,High,Small,Suburban,Bachelor,0.6438306006708953,Approved
2260,Good,High,Small,Urban,High School,0.8005965288552502,Approved
2261,Fair,Medium,Medium,Urban,Master,0.6017833541593108,Approved
2262,Good,Medium,Large,Urban,Bachelor,0.16691746739091565,Disapproved
2263,Fair,Low,Large,Suburban,Master,0.2328761275937856,Disapproved
2264,Fair,Medium,Small,Urban,Bachelor,0.5641569313420313,Approved
2265,Fair,Low,Medium,Urban,High School,0.27859405451188624,Disapproved
2266,Fair,Low,Medium,Rural,Master,0.3195859223727873,Disapproved
2267,Good,Low,Small,Suburban,Master,0.4707682261028465,Disapproved
2268,Fair,Medium,Medium,Suburban,Master,0.6726421539801251,Approved
2269,Fair,Low,Large,Urban,High School,0.07586092830679454,Disapproved
2270,Bad,High,Small,Suburban,Master,0.6532076858493119,Approved
2271,Fair,Low,Medium,Suburban,Bachelor,0.2668565902865649,Disapproved
2272,Fair,High,Medium,Rural,Bachelor,0.8603399846917233,Approved
2273,Fair,Medium,Small,Urban,Master,0.6683431313113143,Approved
2274,Good,Low,Small,Urban,Bachelor,0.36874025263923504,Disapproved
2275,Fair,Low,Medium,Urban,High School,0.4750370548729364,Disapproved
2276,Good,Medium,Large,Suburban,Bachelor,0.33607892438284526,Disapproved
2277,Fair,Medium,Small,Suburban,Bachelor,0.7906972519948621,Approved
2278,Fair,Medium,Medium,Urban,Master,0.6073559055337437,Approved
2279,Bad,Low,Medium,Urban,High School,0.4629647079107614,Disapproved
2280,Fair,Medium,Medium,Urban,Master,0.5386524876719666,Approved
2281,Fair,High,Medium,Urban,Master,0.7422327110456067,Approved
2282,Fair,Low,Small,Rural,High School,0.5557591960734353,Approved
2283,Bad,Medium,Medium,Suburban,High School,0.2678677805275377,Disapproved
2284,Bad,Low,Small,Urban,Bachelor,0.5594648764534991,Approved
2285,Fair,Medium,Small,Urban,Master,0.47059190470796136,Disapproved
2286,Good,Medium,Small,Urban,Bachelor,0.7883969687831641,Approved
2287,Fair,Low,Small,Suburban,Master,0.45628786404830624,Disapproved
2288,Fair,Low,Small,Urban,Bachelor,0.678313527910029,Approved
2289,Bad,Low,Medium,Rural,Bachelor,0.15078112984733796,Disapproved
2290,Fair,Medium,Large,Suburban,High School,0.29165288470292594,Disapproved
2291,Fair,Medium,Small,Suburban,High School,0.6714089835548168,Approved
2292,Fair,High,Medium,Rural,Master,0.8167174161153556,Approved
2293,Fair,Medium,Large,Suburban,Master,0.2752493879466168,Disapproved
2294,Bad,Low,Large,Urban,Bachelor,0.11658837952742644,Disapproved
2295,Bad,High,Large,Suburban,Bachelor,0.1592031270763834,Disapproved
2296,Fair,Medium,Small,Suburban,Bachelor,0.5109661258316929,Approved
2297,Bad,Medium,Small,Urban,High School,0.5750513262473042,Approved
2298,Bad,Low,Large,Urban,Bachelor,0.14901253576622112,Disapproved
2299,Fair,Low,Small,Urban,Bachelor,0.556621547255825,Approved
2300,Good,High,Large,Urban,Bachelor,0.8402144190614658,Approved
2301,Fair,Medium,Small,Urban,Bachelor,0.3997967099912221,Disapproved
2302,Fair,Low,Medium,Rural,Master,0.7420668398303641,Approved
2303,Fair,Medium,Small,Suburban,Bachelor,0.8108338099418028,Approved
2304,Good,High,Medium,Suburban,Bachelor,0.723710339362032,Approved
2305,Fair,Low,Medium,Suburban,Bachelor,0.4497817630237494,Disapproved
2306,Bad,Medium,Small,Suburban,Master,0.398141753703991,Disapproved
2307,Fair,High,Large,Rural,Bachelor,0.5194857781350242,Approved
2308,Bad,Low,Small,Urban,High School,0.7205173123988594,Approved
2309,Fair,Medium,Medium,Suburban,Master,0.40387670816286586,Disapproved
2310,Fair,Medium,Medium,Urban,Bachelor,0.4703443189789863,Disapproved
2311,Good,Medium,Medium,Rural,High School,0.5477603525630393,Approved
2312,Fair,Low,Large,Rural,Bachelor,0.1824962704191954,Disapproved
2313,Good,Low,Medium,Rural,Master,0.48326569308897777,Disapproved
2314,Good,Medium,Small,Urban,Bachelor,0.6511078180813253,Approved
2315,Bad,Low,Large,Urban,Bachelor,0.1261451017693885,Disapproved
2316,Fair,Medium,Small,Urban,High School,0.6728941156654258,Approved
2317,Fair,Low,Medium,Urban,Bachelor,0.32730958639034397,Disapproved
2318,Fair,Low,Medium,Urban,High School,0.12361254102215538,Disapproved
2319,Fair,High,Large,Urban,Bachelor,0.44243084208477207,Disapproved
2320,Good,Medium,Medium,Suburban,Bachelor,0.6581385385764036,Approved
2321,Good,High,Small,Urban,Bachelor,0.9555601786565443,Approved
2322,Fair,Low,Large,Rural,Bachelor,0.25111452987277416,Disapproved
2323,Fair,Medium,Medium,Urban,Bachelor,0.6556150931334879,Approved
2324,Good,Low,Medium,Urban,Bachelor,0.4795145546790496,Disapproved
2325,Good,Medium,Medium,Suburban,High School,0.8225537215269303,Approved
2326,Good,Medium,Medium,Suburban,High School,0.5172394165077588,Approved
2327,Bad,Low,Medium,Urban,High School,0.31423910994843124,Disapproved
2328,Fair,High,Large,Rural,Master,0.6030868700987785,Approved
2329,Bad,Low,Small,Suburban,Master,0.4989833018966106,Disapproved
2330,Fair,Medium,Small,Rural,Master,0.8908381113634976,Approved
2331,Bad,High,Large,Rural,Bachelor,0.23770687139818752,Disapproved
2332,Fair,High,Medium,Suburban,Bachelor,0.809377837111119,Approved
2333,Fair,High,Small,Rural,Master,0.8733043600799213,Approved
2334,Bad,Low,Small,Rural,Bachelor,0.39537672448835387,Disapproved
2335,Fair,Low,Small,Rural,High School,0.8017551998871977,Approved
2336,Fair,Low,Small,Rural,Master,0.5250602117407549,Approved
2337,Fair,Medium,Large,Rural,High School,0.3530228240788087,Disapproved
2338,Bad,Medium,Small,Urban,Bachelor,0.5072953904289196,Approved
2339,Fair,Low,Small,Urban,Bachelor,0.346265229994862,Disapproved
2340,Good,Medium,Medium,Rural,Master,0.7655303978217013,Approved
2341,Bad,Low,Medium,Suburban,Master,0.32853999912100595,Disapproved
2342,Bad,Low,Medium,Urban,Master,0.23531107233790063,Disapproved
2343,Fair,Medium,Medium,Urban,Bachelor,0.7656500120679337,Approved
2344,Good,Medium,Large,Suburban,Bachelor,0.43713652939627273,Disapproved
2345,Fair,High,Large,Urban,High School,0.220926083589257,Disapproved
2346,Fair,Low,Large,Urban,Bachelor,0.5329953975121253,Approved
2347,Fair,Medium,Medium,Urban,Master,0.6666649739108,Approved
2348,Fair,Low,Large,Suburban,Bachelor,0.33152114254192916,Disapproved
2349,Bad,Low,Small,Urban,High School,0.33653540901522017,Disapproved
2350,Fair,Medium,Large,Suburban,High School,0.4020508311359468,Disapproved
2351,Good,High,Small,Suburban,Bachelor,0.7321709244923049,Approved
2352,Fair,Low,Small,Suburban,High School,0.5122474704010791,Approved
2353,Good,Low,Small,Urban,Bachelor,0.5643761285946761,Approved
2354,Good,Medium,Small,Urban,Bachelor,0.81906746087291,Approved
2355,Bad,Low,Large,Suburban,Bachelor,0.23863513799695213,Disapproved
2356,Good,High,Medium,Suburban,High School,0.620459558787351,Approved
2357,Bad,Medium,Large,Urban,Master,0.3100215920834481,Disapproved
2358,Fair,Low,Small,Urban,Bachelor,0.5809085351949136,Approved
2359,Bad,Medium,Medium,Rural,Bachelor,0.45667967628673684,Disapproved
2360,Bad,Medium,Medium,Rural,Bachelor,0.3146313556120475,Disapproved
2361,Fair,Low,Small,Urban,Bachelor,0.6583276373725532,Approved
2362,Fair,Medium,Small,Urban,Master,0.5576029926830062,Approved
2363,Fair,Low,Small,Urban,Master,0.28850301925590416,Disapproved
2364,Fair,Medium,Medium,Urban,High School,0.2856052275563047,Disapproved
2365,Bad,Low,Medium,Urban,High School,0.19176861640072726,Disapproved
2366,Bad,High,Medium,Urban,Bachelor,0.23439046011095868,Disapproved
2367,Fair,Low,Large,Suburban,High School,0.47561552864097983,Disapproved
2368,Fair,Low,Small,Urban,Master,0.5354270868711897,Approved
2369,Good,High,Medium,Rural,Bachelor,0.8552167457640754,Approved
2370,Fair,Low,Large,Suburban,Bachelor,0.3552264656598374,Disapproved
2371,Good,Low,Small,Suburban,Bachelor,0.7012703963420482,Approved
2372,Fair,Low,Medium,Rural,Bachelor,0.8644439449412041,Approved
2373,Fair,Low,Small,Suburban,High School,0.8916922969750624,Approved
2374,Fair,High,Small,Rural,Master,0.8894164313131523,Approved
2375,Fair,Medium,Small,Urban,High School,0.5236543793009009,Approved
2376,Fair,Low,Large,Urban,Master,0.4565361779718616,Disapproved
2377,Good,Medium,Large,Suburban,High School,0.24801367531384244,Disapproved
2378,Fair,Medium,Small,Suburban,Master,0.8317561877665777,Approved
2379,Good,High,Small,Urban,High School,0.5397635024398598,Approved
