,Credit_History,Income_Level,Loan_Amount,Zip_Code,Education_Level,loan_approval
3017,Fair,Medium,Medium,Urban,Bachelor,1
3018,Bad,Medium,Large,Urban,High School,0
3019,Good,High,Medium,Urban,High School,1
3020,Fair,Medium,Small,Rural,High School,1
3021,Fair,High,Large,Urban,High School,0
3022,Fair,High,Large,Suburban,Bachelor,0
3023,Fair,Medium,Large,Urban,High School,0
3024,Bad,Medium,Medium,Urban,Bachelor,1
3025,Fair,Low,Small,Suburban,High School,0
3026,Good,Low,Small,Suburban,Bachelor,0
3027,Fair,Low,Medium,Urban,High School,0
3028,Fair,Low,Large,Urban,Master,0
3029,Fair,Low,Large,Rural,Master,0
3030,Bad,Low,Large,Urban,Bachelor,0
3031,Fair,Low,Large,Suburban,Master,0
3032,Good,Medium,Large,Suburban,High School,1
3033,Bad,Low,Medium,Suburban,Master,0
3034,Fair,Low,Large,Rural,Bachelor,0
3035,Fair,Medium,Small,Suburban,Bachelor,1
3036,Fair,Medium,Small,Urban,High School,0
3037,Good,Medium,Medium,Urban,High School,1
3038,Bad,Medium,Large,Urban,Master,0
3039,Fair,High,Small,Urban,Bachelor,1
3040,Bad,Medium,Small,Rural,High School,0
3041,Good,Medium,Large,Urban,Bachelor,0
3042,Bad,High,Small,Suburban,High School,1
3043,Fair,High,Small,Suburban,High School,1
3044,Good,Medium,Medium,Rural,Master,1
3045,Good,Medium,Medium,Suburban,Bachelor,0
3046,Fair,Low,Medium,Suburban,Bachelor,0
3047,Fair,Medium,Medium,Urban,Master,1
3048,Fair,High,Medium,Suburban,Bachelor,1
3049,Fair,Medium,Small,Urban,Bachelor,1
3050,Fair,High,Small,Rural,High School,1
3051,Fair,Medium,Large,Urban,Bachelor,0
3052,Fair,High,Medium,Urban,Bachelor,1
3053,Fair,Medium,Medium,Urban,High School,0
3054,Fair,Low,Large,Suburban,Bachelor,0
3055,Good,Medium,Medium,Suburban,Master,1
3056,Fair,Low,Small,Urban,Bachelor,1
3057,Bad,Low,Medium,Urban,Master,0
3058,Bad,High,Large,Urban,High School,0
3059,Good,Low,Large,Urban,High School,0
3060,Fair,Medium,Medium,Suburban,Bachelor,1
3061,Bad,Low,Medium,Urban,High School,0
3062,Fair,Low,Medium,Suburban,High School,0
3063,Fair,High,Medium,Urban,High School,1
3064,Fair,Low,Large,Rural,Master,0
3065,Fair,Medium,Large,Urban,High School,0
3066,Bad,Medium,Medium,Suburban,High School,0
3067,Good,Medium,Large,Suburban,High School,1
3068,Fair,High,Small,Urban,Master,1
3069,Fair,Medium,Large,Urban,Bachelor,0
3070,Good,Medium,Medium,Urban,High School,1
3071,Fair,High,Medium,Urban,Master,0
3072,Fair,Low,Medium,Urban,Master,0
3073,Fair,Medium,Small,Urban,Bachelor,1
3074,Fair,High,Medium,Urban,High School,1
3075,Good,Medium,Small,Urban,Bachelor,1
3076,Good,High,Medium,Urban,Master,1
3077,Bad,Medium,Medium,Urban,High School,0
3078,Bad,High,Small,Urban,High School,1
3079,Good,High,Medium,Suburban,High School,1
3080,Good,Low,Medium,Suburban,Bachelor,0
3081,Good,Low,Small,Rural,Bachelor,1
3082,Fair,Medium,Small,Urban,High School,1
3083,Fair,Medium,Medium,Urban,High School,0
3084,Good,Low,Medium,Urban,Master,0
3085,Fair,Low,Large,Suburban,Master,0
3086,Fair,Low,Medium,Suburban,Master,0
3087,Bad,High,Medium,Urban,Master,1
3088,Fair,Medium,Small,Suburban,Bachelor,1
3089,Fair,Medium,Medium,Suburban,High School,1
3090,Fair,Low,Small,Rural,Bachelor,1
3091,Good,Low,Large,Urban,Bachelor,1
3092,Fair,Low,Medium,Urban,Bachelor,0
3093,Good,Low,Small,Urban,Bachelor,1
3094,Bad,High,Large,Urban,Master,0
3095,Fair,High,Large,Rural,High School,0
3096,Good,Low,Medium,Urban,High School,0
3097,Bad,Low,Small,Suburban,Bachelor,0
3098,Bad,Low,Medium,Urban,Master,0
3099,Fair,Medium,Medium,Urban,Master,1
3100,Bad,Low,Medium,Urban,Bachelor,0
3101,Good,Low,Large,Urban,High School,0
3102,Good,Low,Small,Suburban,Bachelor,1
3103,Fair,Medium,Large,Rural,Master,0
3104,Fair,Medium,Medium,Suburban,Bachelor,1
3105,Fair,Medium,Medium,Suburban,Master,1
3106,Good,Low,Small,Urban,High School,1
3107,Bad,High,Small,Rural,High School,1
3108,Fair,High,Small,Urban,Bachelor,1
3109,Fair,Low,Medium,Rural,Master,0
3110,Fair,Low,Large,Suburban,Master,0
3111,Fair,Medium,Large,Urban,Master,0
3112,Good,Low,Small,Urban,Bachelor,1
3113,Bad,Medium,Small,Rural,Bachelor,0
3114,Bad,Medium,Small,Urban,Master,1
3115,Good,Medium,Large,Urban,High School,1
3116,Good,Low,Medium,Urban,Master,1
3117,Bad,Medium,Medium,Suburban,Bachelor,0
3118,Fair,High,Small,Urban,Master,1
3119,Fair,Low,Medium,Suburban,Master,0
3120,Fair,Medium,Small,Rural,High School,1
3121,Fair,Low,Medium,Rural,High School,0
3122,Bad,Low,Large,Urban,Bachelor,0
3123,Fair,Medium,Large,Suburban,High School,0
3124,Good,Low,Large,Urban,Bachelor,1
3125,Fair,Low,Medium,Suburban,Bachelor,0
3126,Fair,Low,Large,Rural,Bachelor,0
3127,Bad,Medium,Medium,Suburban,High School,0
3128,Good,Medium,Medium,Rural,Master,1
3129,Good,Low,Small,Rural,Bachelor,1
3130,Good,Medium,Small,Urban,Master,1
3131,Good,Low,Large,Suburban,High School,0
3132,Good,Medium,Large,Urban,Master,0
3133,Fair,Medium,Large,Urban,High School,0
3134,Fair,Medium,Small,Urban,Bachelor,1
3135,Fair,High,Medium,Rural,Bachelor,0
3136,Good,High,Large,Urban,Master,0
3137,Good,Low,Small,Suburban,Bachelor,1
3138,Fair,High,Medium,Suburban,High School,1
3139,Bad,Low,Small,Suburban,Master,0
3140,Fair,High,Large,Suburban,Bachelor,1
3141,Good,Low,Medium,Urban,High School,0
3142,Fair,Low,Medium,Suburban,Bachelor,0
3143,Fair,Low,Small,Suburban,High School,0
3144,Fair,Low,Small,Suburban,High School,1
3145,Fair,Medium,Medium,Urban,Bachelor,1
3146,Good,High,Large,Urban,High School,1
3147,Fair,Medium,Medium,Rural,Bachelor,0
3148,Good,Medium,Small,Urban,Bachelor,1
3149,Fair,Medium,Medium,Urban,Master,1
3150,Fair,Low,Small,Urban,Master,1
3151,Fair,Low,Medium,Urban,High School,0
3152,Good,Low,Medium,Urban,Master,1
3153,Fair,Low,Medium,Suburban,Master,1
3154,Fair,Low,Small,Rural,Bachelor,1
3155,Fair,Low,Small,Urban,Master,1
3156,Good,Low,Medium,Urban,Bachelor,0
3157,Bad,Low,Medium,Suburban,Master,1
3158,Good,High,Medium,Urban,Bachelor,1
3159,Fair,Low,Large,Rural,Bachelor,0
3160,Fair,Medium,Small,Urban,Master,1
3161,Bad,Medium,Medium,Urban,Bachelor,0
3162,Fair,Medium,Small,Suburban,High School,1
3163,Fair,Low,Small,Suburban,High School,1
3164,Bad,Low,Small,Suburban,Master,0
3165,Fair,Low,Small,Urban,Master,1
3166,Good,Low,Medium,Urban,Bachelor,1
3167,Bad,Low,Small,Rural,Bachelor,0
3168,Good,Medium,Large,Rural,High School,0
3169,Fair,Medium,Medium,Urban,Bachelor,1
3170,Fair,Medium,Small,Rural,Master,1
3171,Fair,Medium,Large,Suburban,Master,0
3172,Bad,Low,Small,Suburban,Bachelor,0
3173,Bad,High,Small,Urban,Master,1
3174,Bad,Low,Small,Suburban,Master,0
3175,Bad,Medium,Medium,Urban,High School,0
3176,Fair,Medium,Medium,Suburban,Bachelor,1
3177,Good,Medium,Medium,Urban,High School,1
3178,Good,Low,Small,Suburban,Bachelor,1
3179,Fair,Medium,Medium,Urban,Master,1
3180,Bad,Low,Medium,Urban,High School,0
3181,Fair,Low,Medium,Urban,Master,0
3182,Fair,Low,Large,Urban,Bachelor,0
3183,Fair,Low,Large,Urban,Master,0
3184,Fair,Medium,Large,Urban,High School,0
3185,Fair,High,Medium,Rural,High School,1
3186,Fair,Low,Small,Suburban,Bachelor,1
3187,Fair,High,Large,Suburban,Master,1
3188,Good,High,Large,Urban,Master,0
3189,Good,High,Medium,Urban,Bachelor,1
3190,Fair,High,Small,Urban,High School,1
3191,Good,Low,Large,Suburban,High School,0
3192,Good,Low,Large,Urban,Master,0
3193,Fair,Medium,Large,Suburban,High School,0
3194,Fair,Medium,Medium,Urban,Bachelor,1
3195,Fair,High,Large,Rural,Bachelor,1
3196,Good,High,Medium,Urban,Bachelor,1
3197,Good,Medium,Small,Urban,Bachelor,1
3198,Bad,Low,Medium,Suburban,Master,0
3199,Fair,Low,Large,Rural,Master,0
3200,Fair,Low,Medium,Suburban,Master,1
3201,Fair,Medium,Medium,Urban,Bachelor,0
3202,Bad,Medium,Small,Suburban,High School,1
3203,Good,High,Large,Rural,Master,1
3204,Fair,Medium,Small,Urban,High School,1
3205,Good,High,Small,Urban,Bachelor,1
3206,Good,Medium,Large,Rural,High School,1
3207,Good,High,Small,Rural,Bachelor,1
3208,Fair,Low,Medium,Suburban,Bachelor,1
3209,Fair,High,Medium,Rural,Master,0
3210,Bad,Medium,Large,Urban,Master,0
3211,Fair,Low,Large,Suburban,Bachelor,1
3212,Bad,Low,Medium,Suburban,High School,0
3213,Fair,High,Medium,Suburban,Bachelor,0
3214,Fair,Low,Medium,Suburban,Bachelor,1
3215,Bad,Medium,Medium,Rural,Master,0
3216,Bad,Low,Medium,Urban,High School,0
3217,Bad,Medium,Medium,Urban,High School,0
3218,Good,High,Large,Urban,Bachelor,1
3219,Good,Low,Medium,Suburban,Master,1
3220,Fair,Medium,Medium,Urban,Bachelor,1
3221,Bad,High,Medium,Rural,High School,1
3222,Bad,Medium,Large,Urban,Bachelor,0
3223,Bad,High,Large,Urban,Bachelor,0
3224,Bad,Medium,Large,Suburban,High School,0
3225,Good,Low,Small,Suburban,Master,0
3226,Fair,Medium,Medium,Urban,High School,1
3227,Fair,Medium,Large,Suburban,Bachelor,0
3228,Bad,Low,Large,Urban,Master,0
3229,Fair,Low,Large,Urban,High School,0
3230,Fair,Low,Medium,Urban,Master,1
3231,Fair,Medium,Large,Suburban,Master,0
3232,Fair,High,Medium,Urban,High School,1
3233,Bad,Low,Medium,Rural,Master,0
3234,Fair,Medium,Small,Suburban,Bachelor,1
3235,Fair,High,Medium,Urban,Bachelor,1
3236,Fair,Low,Medium,Urban,Master,1
3237,Good,Medium,Small,Urban,Master,1
3238,Fair,High,Medium,Suburban,Bachelor,1
3239,Fair,High,Small,Suburban,High School,1
3240,Fair,Low,Medium,Suburban,High School,0
3241,Fair,Low,Medium,Urban,Master,1
3242,Fair,Low,Medium,Urban,Master,1
3243,Fair,Medium,Small,Urban,High School,1
3244,Good,Medium,Medium,Urban,High School,1
3245,Bad,Medium,Small,Urban,Master,1
3246,Fair,Low,Large,Rural,Bachelor,0
3247,Fair,Low,Medium,Suburban,High School,0
3248,Good,Medium,Small,Suburban,High School,1
3249,Fair,Medium,Medium,Urban,Bachelor,1
3250,Fair,Medium,Small,Urban,Master,1
3251,Bad,Medium,Large,Urban,Master,0
3252,Fair,Low,Small,Urban,Bachelor,1
3253,Bad,Low,Medium,Suburban,Master,0
3254,Fair,Low,Large,Urban,High School,0
3255,Bad,Low,Small,Rural,Master,0
3256,Fair,Low,Large,Rural,High School,0
3257,Fair,Low,Large,Urban,Master,0
3258,Fair,Low,Large,Suburban,Bachelor,0
3259,Good,Low,Medium,Suburban,High School,0
3260,Fair,Medium,Small,Urban,Master,1
3261,Fair,Low,Large,Rural,High School,0
3262,Fair,Medium,Medium,Urban,Master,1
3263,Bad,Medium,Large,Suburban,High School,0
3264,Good,Medium,Small,Urban,High School,1
3265,Bad,High,Large,Urban,Master,0
3266,Fair,Low,Large,Urban,Bachelor,0
3267,Fair,Medium,Large,Rural,Bachelor,0
3268,Fair,High,Medium,Urban,High School,1
3269,Fair,High,Small,Urban,Bachelor,1
3270,Fair,Low,Medium,Urban,Bachelor,0
3271,Bad,Low,Large,Urban,Bachelor,0
3272,Good,Low,Medium,Suburban,Bachelor,0
3273,Fair,Medium,Small,Suburban,Bachelor,1
3274,Good,Medium,Large,Rural,Master,0
3275,Good,Low,Large,Suburban,Bachelor,0
3276,Good,Medium,Large,Rural,Bachelor,0
3277,Fair,Medium,Small,Suburban,Bachelor,1
3278,Fair,Medium,Medium,Rural,Bachelor,0
3279,Good,High,Medium,Urban,High School,1
3280,Fair,Medium,Large,Urban,Bachelor,0
3281,Bad,Low,Medium,Rural,Master,0
3282,Good,Medium,Small,Suburban,Master,1
3283,Good,Low,Large,Rural,Bachelor,0
3284,Fair,Medium,Small,Urban,Bachelor,0
3285,Bad,High,Medium,Rural,Bachelor,0
3286,Fair,High,Large,Suburban,Bachelor,1
3287,Good,Medium,Medium,Urban,Master,0
3288,Good,Low,Small,Urban,Master,1
3289,Fair,Low,Medium,Urban,High School,1
3290,Bad,Medium,Small,Rural,Master,0
3291,Good,Low,Large,Suburban,Master,0
3292,Fair,Medium,Medium,Rural,High School,1
3293,Fair,Low,Small,Urban,High School,1
3294,Good,Low,Small,Rural,Master,1
3295,Bad,Low,Medium,Urban,Bachelor,0
3296,Fair,High,Medium,Urban,Master,1
3297,Bad,Medium,Large,Urban,High School,0
3298,Fair,Low,Large,Rural,High School,0
3299,Good,Low,Large,Urban,High School,0
3300,Fair,Medium,Large,Urban,Bachelor,0
3301,Good,Low,Large,Urban,Bachelor,0
3302,Fair,Medium,Medium,Urban,Master,1
3303,Fair,High,Small,Rural,Master,1
3304,Fair,Medium,Medium,Suburban,Master,0
3305,Fair,Medium,Medium,Suburban,High School,0
3306,Fair,Medium,Small,Rural,High School,1
3307,Bad,High,Large,Suburban,High School,0
3308,Fair,High,Medium,Rural,Bachelor,0
3309,Fair,Medium,Medium,Urban,High School,0
3310,Good,Low,Large,Rural,Bachelor,0
3311,Fair,Medium,Small,Urban,High School,1
3312,Good,Low,Large,Suburban,High School,0
3313,Bad,Medium,Large,Suburban,Bachelor,0
3314,Fair,Medium,Large,Urban,Bachelor,0
3315,Fair,Low,Small,Urban,Master,1
3316,Fair,Low,Medium,Urban,Master,0
3317,Bad,Medium,Medium,Urban,High School,1
3318,Good,High,Medium,Suburban,Master,1
3319,Good,Medium,Large,Rural,Bachelor,0
3320,Fair,Medium,Medium,Suburban,Bachelor,0
3321,Bad,Low,Medium,Suburban,High School,0
3322,Good,Medium,Large,Urban,Master,1
3323,Fair,Medium,Medium,Urban,High School,1
3324,Good,Medium,Large,Suburban,High School,1
3325,Good,Low,Large,Rural,High School,1
3326,Good,Medium,Small,Rural,Bachelor,1
3327,Fair,Low,Medium,Urban,Bachelor,1
3328,Bad,Low,Medium,Suburban,Master,0
3329,Fair,High,Medium,Suburban,Master,1
3330,Fair,Low,Medium,Suburban,Master,0
3331,Good,Low,Medium,Suburban,Master,1
3332,Bad,Medium,Small,Suburban,High School,0
3333,Bad,High,Medium,Urban,Bachelor,0
3334,Good,Medium,Small,Rural,Bachelor,1
3335,Good,Medium,Small,Urban,Bachelor,1
3336,Good,High,Medium,Urban,Bachelor,1
3337,Good,Low,Small,Rural,Master,1
3338,Fair,Low,Medium,Urban,High School,0
3339,Fair,Low,Medium,Urban,Master,0
3340,Good,High,Large,Urban,High School,1
3341,Fair,Low,Medium,Suburban,High School,0
3342,Fair,Low,Small,Urban,Bachelor,0
3343,Bad,Medium,Small,Urban,Bachelor,1
3344,Fair,Medium,Small,Urban,High School,1
3345,Good,Medium,Large,Rural,Bachelor,1
3346,Fair,Medium,Medium,Urban,Bachelor,0
3347,Fair,Low,Large,Suburban,High School,0
3348,Fair,Medium,Medium,Urban,Master,1
3349,Fair,Medium,Medium,Suburban,High School,0
3350,Fair,High,Medium,Urban,Master,1
3351,Fair,Low,Medium,Suburban,Bachelor,1
3352,Good,High,Medium,Suburban,Bachelor,1
3353,Fair,Medium,Large,Urban,Master,0
3354,Bad,Low,Large,Rural,Master,0
3355,Bad,Medium,Small,Rural,Master,0
3356,Fair,Low,Large,Urban,High School,0
3357,Fair,High,Large,Suburban,High School,0
3358,Good,High,Small,Suburban,Bachelor,1
3359,Fair,Low,Small,Urban,Bachelor,1
3360,Good,Low,Small,Urban,Master,1
3361,Fair,Low,Large,Rural,Bachelor,0
3362,Fair,Low,Large,Suburban,Bachelor,0
3363,Fair,Low,Small,Rural,Bachelor,0
3364,Good,Low,Small,Suburban,Master,1
3365,Fair,Medium,Medium,Urban,High School,0
3366,Fair,Low,Large,Urban,Master,0
3367,Fair,High,Large,Suburban,Bachelor,0
3368,Bad,High,Large,Suburban,Master,0
3369,Fair,Medium,Medium,Urban,Bachelor,0
3370,Fair,High,Large,Suburban,Master,0
3371,Fair,Low,Small,Rural,High School,1
3372,Fair,Low,Large,Suburban,Master,0
3373,Fair,Medium,Small,Urban,Bachelor,1
3374,Good,Medium,Large,Urban,Bachelor,0
3375,Good,Medium,Medium,Rural,High School,1
3376,Good,High,Large,Rural,Master,1
3377,Bad,High,Small,Urban,High School,1
3378,Bad,Medium,Medium,Rural,High School,0
3379,Fair,Medium,Large,Urban,High School,0
3380,Fair,Low,Small,Urban,High School,0
3381,Fair,Low,Medium,Urban,Bachelor,1
3382,Bad,Medium,Small,Urban,High School,1
3383,Fair,Medium,Small,Rural,High School,1
3384,Bad,Medium,Small,Suburban,Bachelor,1
3385,Good,Low,Large,Urban,Bachelor,0
3386,Fair,Medium,Large,Rural,Bachelor,0
3387,Fair,Low,Small,Rural,Bachelor,1
3388,Bad,Medium,Medium,Urban,Bachelor,0
3389,Fair,Low,Large,Suburban,Bachelor,0
3390,Fair,Low,Small,Suburban,Master,0
3391,Good,Low,Large,Suburban,High School,0
3392,Good,Low,Small,Suburban,Master,1
3393,Fair,High,Small,Urban,High School,1
3394,Good,Low,Small,Urban,Master,1
3395,Good,Low,Large,Rural,Bachelor,0
3396,Good,Medium,Medium,Rural,High School,1
3397,Good,Medium,Medium,Urban,Bachelor,1
3398,Fair,Low,Medium,Urban,Master,0
3399,Fair,Low,Large,Rural,Bachelor,0
3400,Bad,High,Medium,Urban,Bachelor,1
3401,Bad,Medium,Medium,Urban,High School,1
3402,Good,Low,Medium,Urban,Master,0
3403,Fair,Medium,Small,Urban,Master,1
3404,Good,Low,Medium,Urban,Bachelor,0
3405,Good,Low,Large,Suburban,Master,1
3406,Good,Medium,Medium,Urban,Bachelor,1
3407,Good,High,Small,Rural,Master,1
3408,Fair,Low,Medium,Rural,Bachelor,0
3409,Bad,High,Medium,Rural,Bachelor,0
3410,Fair,Low,Large,Rural,High School,0
3411,Bad,Low,Medium,Suburban,Master,0
3412,Bad,Low,Small,Urban,Master,1
3413,Fair,Low,Small,Urban,Master,1
3414,Good,High,Medium,Urban,Bachelor,1
3415,Fair,Medium,Small,Urban,High School,1
3416,Fair,Low,Small,Suburban,Bachelor,1
3417,Fair,High,Small,Rural,Master,1
3418,Fair,High,Medium,Urban,Master,0
3419,Bad,Medium,Medium,Suburban,High School,0
3420,Good,High,Medium,Suburban,Bachelor,1
3421,Fair,Low,Large,Urban,Master,0
3422,Good,High,Medium,Rural,High School,1
3423,Bad,Medium,Small,Suburban,Bachelor,1
3424,Good,High,Small,Urban,High School,1
3425,Fair,Medium,Small,Rural,Bachelor,1
3426,Fair,Low,Large,Suburban,Master,0
3427,Fair,Medium,Medium,Urban,Master,1
3428,Good,Low,Large,Suburban,Bachelor,0
3429,Fair,Low,Large,Suburban,Bachelor,0
3430,Fair,Low,Small,Urban,Bachelor,0
3431,Good,High,Medium,Rural,Master,1
3432,Good,Low,Small,Rural,Bachelor,1
3433,Fair,Medium,Large,Suburban,Bachelor,0
3434,Good,Low,Medium,Suburban,Master,0
3435,Fair,High,Medium,Rural,Master,1
3436,Fair,Low,Large,Urban,Master,0
3437,Fair,Medium,Medium,Rural,Master,1
3438,Good,High,Large,Suburban,Bachelor,1
3439,Good,Medium,Medium,Urban,Master,1
3440,Fair,Low,Small,Suburban,Bachelor,1
3441,Fair,Medium,Small,Suburban,High School,1
3442,Fair,High,Small,Urban,Bachelor,1
3443,Good,Medium,Small,Suburban,Bachelor,1
3444,Good,Low,Small,Suburban,High School,1
3445,Fair,High,Medium,Suburban,Master,0
3446,Good,Low,Medium,Urban,High School,0
3447,Good,Medium,Medium,Suburban,Master,1
3448,Fair,High,Small,Suburban,High School,1
3449,Bad,Low,Large,Rural,Bachelor,0
3450,Fair,Medium,Large,Rural,Bachelor,0
3451,Fair,Medium,Small,Rural,Master,0
3452,Fair,High,Large,Urban,High School,1
3453,Fair,Low,Small,Rural,Master,1
3454,Good,Medium,Small,Urban,Master,1
3455,Bad,High,Medium,Urban,Master,1
3456,Fair,Low,Medium,Urban,High School,1
3457,Fair,Low,Small,Rural,Bachelor,1
3458,Fair,High,Large,Urban,Master,1
3459,Fair,Low,Small,Urban,High School,1
3460,Fair,High,Small,Urban,High School,1
3461,Bad,Low,Large,Suburban,Bachelor,0
3462,Fair,Low,Large,Rural,Master,1
3463,Fair,Medium,Large,Urban,Bachelor,0
3464,Bad,Medium,Large,Suburban,Bachelor,0
3465,Good,Medium,Large,Urban,Bachelor,0
3466,Fair,Medium,Small,Urban,Master,1
3467,Fair,High,Medium,Urban,High School,1
3468,Good,Low,Small,Urban,High School,1
3469,Bad,Medium,Large,Suburban,High School,0
3470,Bad,Low,Medium,Urban,High School,0
3471,Good,Medium,Medium,Rural,Bachelor,1
3472,Fair,Low,Small,Rural,High School,0
3473,Fair,Low,Medium,Urban,Bachelor,0
3474,Good,Medium,Medium,Urban,Bachelor,1
3475,Good,Low,Small,Suburban,Bachelor,1
3476,Good,Low,Medium,Urban,Master,1
3477,Fair,Medium,Large,Urban,High School,0
3478,Fair,Medium,Medium,Urban,Bachelor,1
3479,Fair,High,Small,Rural,High School,1
3480,Bad,Medium,Large,Suburban,Bachelor,0
3481,Fair,Low,Medium,Urban,Master,0
3482,Fair,Medium,Medium,Urban,Master,0
3483,Good,Low,Small,Urban,Bachelor,0
3484,Fair,Medium,Large,Urban,Master,1
3485,Fair,High,Large,Urban,Master,1
3486,Fair,Medium,Medium,Rural,High School,0
3487,Bad,Medium,Medium,Urban,High School,0
3488,Bad,Low,Small,Urban,Bachelor,0
3489,Fair,Medium,Medium,Urban,Master,0
3490,Bad,High,Small,Urban,Bachelor,1
3491,Fair,Low,Small,Rural,High School,1
3492,Good,Low,Small,Urban,Master,1
3493,Good,Medium,Medium,Urban,High School,1
3494,Fair,Medium,Small,Urban,Bachelor,1
3495,Fair,Low,Large,Urban,High School,0
3496,Good,High,Small,Rural,High School,1
3497,Good,Low,Medium,Urban,Bachelor,1
3498,Bad,Low,Small,Urban,Bachelor,0
3499,Good,Medium,Medium,Urban,High School,1
3500,Fair,Low,Small,Suburban,Master,1
3501,Good,Medium,Small,Suburban,High School,1
3502,Good,Low,Small,Suburban,Bachelor,1
3503,Bad,Low,Small,Urban,Bachelor,0
3504,Good,Low,Large,Rural,Master,0
3505,Fair,High,Large,Urban,Master,0
3506,Good,Medium,Small,Suburban,High School,1
3507,Fair,Medium,Medium,Suburban,High School,1
3508,Good,Low,Medium,Suburban,Master,1
3509,Bad,Medium,Medium,Urban,Bachelor,0
3510,Fair,Medium,Large,Urban,Bachelor,0
3511,Bad,High,Medium,Urban,High School,0
3512,Good,Medium,Medium,Urban,Master,1
3513,Good,Medium,Large,Suburban,Master,1
3514,Good,Low,Large,Urban,High School,0
3515,Good,Medium,Medium,Suburban,Bachelor,1
3516,Bad,Medium,Medium,Rural,Master,0
3517,Fair,High,Large,Urban,Bachelor,0
3518,Bad,Low,Medium,Urban,Bachelor,0
3519,Fair,Low,Small,Rural,Bachelor,0
3520,Fair,Medium,Medium,Suburban,High School,1
3521,Fair,Low,Small,Urban,Master,1
3522,Fair,Low,Small,Urban,Bachelor,1
3523,Bad,High,Large,Suburban,Bachelor,0
3524,Bad,Medium,Large,Suburban,High School,0
3525,Bad,High,Medium,Suburban,Master,0
3526,Good,High,Medium,Suburban,Master,1
3527,Good,Low,Medium,Suburban,Bachelor,1
3528,Good,Medium,Medium,Urban,Master,1
3529,Fair,Low,Medium,Suburban,High School,0
3530,Fair,High,Large,Rural,Master,0
3531,Good,Medium,Small,Urban,Bachelor,1
3532,Fair,Low,Large,Suburban,High School,0
3533,Fair,Low,Small,Urban,High School,1
3534,Fair,Medium,Large,Urban,Bachelor,0
3535,Bad,Low,Large,Rural,Master,0
3536,Fair,Low,Large,Urban,Master,0
3537,Fair,Medium,Small,Urban,Bachelor,0
3538,Fair,High,Large,Urban,High School,1
3539,Bad,Low,Medium,Urban,Master,0
3540,Fair,Medium,Small,Suburban,Bachelor,1
3541,Good,High,Medium,Urban,Bachelor,1
3542,Bad,Low,Medium,Urban,Master,0
3543,Fair,High,Small,Urban,High School,1
3544,Good,Low,Small,Suburban,Bachelor,1
3545,Bad,Medium,Medium,Suburban,High School,0
3546,Bad,Medium,Medium,Suburban,High School,0
3547,Fair,Medium,Small,Suburban,Master,1
3548,Fair,High,Small,Urban,High School,1
3549,Fair,Low,Medium,Suburban,Bachelor,1
3550,Good,Low,Small,Urban,High School,1
3551,Bad,Medium,Medium,Urban,Bachelor,0
3552,Fair,High,Medium,Suburban,High School,1
3553,Fair,Low,Large,Urban,Master,0
3554,Bad,High,Large,Urban,High School,0
3555,Fair,Low,Medium,Urban,Master,0
3556,Fair,Low,Medium,Suburban,Bachelor,1
3557,Fair,Medium,Large,Urban,Bachelor,0
3558,Bad,Low,Medium,Rural,Master,0
3559,Fair,Medium,Medium,Urban,High School,1
3560,Fair,Low,Small,Suburban,High School,1
3561,Good,Low,Small,Rural,High School,1
3562,Bad,Medium,Medium,Suburban,Bachelor,0
3563,Fair,Medium,Small,Suburban,Master,1
